what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1324068661219
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1324068662312
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324068667890
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324068668155
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324068668343
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324068668624
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324068668968
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324068670780
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324068670983
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324068671218
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324068671515
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324068674436
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324068674671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324068674936
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324068698185
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324068849036
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1324068851645
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324068852973
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1324068853535
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1324068855238
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324068855707
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.rename",1324068855738
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324068856395
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1324068863488
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1324068865675
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1324068868800
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324068871097
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324068874019
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324068887815
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324068889018
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324068889033
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324068889158
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324068961732
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1324068964623
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324068964826
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324068973450
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324068974232
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324068981512
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1324068981528
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324068993512
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324068996840
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324069391348
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1324069404316
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324069436158
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324069457969
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1324069458001
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324069468422
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324069468500
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1324069510341
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324069571916
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1324069589680
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324069595680
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324069604367
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324069604383
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1324069610289
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324069613851
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324069622319
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1324069622350
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324069627428
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324069653849
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1324069653880
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324069653974
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324069654052
