what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324083737787
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324083856662
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324083856662
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324083856787
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324083939975
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324083940865
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324083940865
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324083940990
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324083942037
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324083943225
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324084005787
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324084006959
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324084012943
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324084050647
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324084056193
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1324084057568
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324084057818
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324084057912
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1324084058303
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324084058584
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1324084059147
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324084059428
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1324084065193
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324084065522
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1324084070459
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324084070772
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324084077678
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324084077678
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324084077834
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324084283350
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1324084286443
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1324084288615
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324084289475
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324084292990
