what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324071894734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324071924733
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324071928624
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324071974653
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324071980263
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324071980903
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324071981247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324071981262
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324071981387
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324072136367
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324072136383
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324072136820
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324072155132
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324072187162
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324072189396
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324072198537
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324072213599
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1324072220020
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1324072221770
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324072225942
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324072226130
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324072226317
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324072226489
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324072226692
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324072227333
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324072229458
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1324072229630
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324072230364
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1324072231723
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324072233036
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1324072234129
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1324072240332
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1324072241254
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324072246723
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324072250660
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324072271191
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324072272206
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324072283222
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1324072305486
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324072312471
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324072463419
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1324072466013
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324072468997
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324072469716
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1324072469731
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324072471122
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1324072471419
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1324072471434
